XX,XX,01,02,XX,07,XX,21,24,30,XX,38,41,XX,XX,XX,50,52,XX,XX,58,59,63,69,XX,XX,84,XX,05,06,XX,09,13,20,XX,XX,XX,23,XX,44,XX,59,63,XX,69,XX,XX,74,78,84,86,XX,XX,90,XX,04,XX,06,XX,09,XX,10,14,15,17,XX,24,27,XX,XX,XX,38,52,54,XX,55,77,XX,XX,85,XX,0639
01,02,XX,XX,06,XX,14,23,XX,XX,46,47,XX,56,67,XX,68,XX,XX,74,77,78,XX,84,XX,89,XX,XX,02,XX,12,XX,20,XX,23,33,XX,40,XX,41,49,XX,51,XX,58,XX,XX,XX,67,79,XX,80,88,90,XX,02,XX,XX,08,18,20,XX,26,XX,28,XX,31,XX,33,XX,60,64,XX,66,72,74,76,84,XX,XX,XX,0640
XX,02,15,17,XX,XX,27,XX,37,XX,XX,38,XX,40,44,48,52,XX,67,68,73,XX,83,XX,XX,XX,86,03,XX,06,XX,08,21,XX,XX,25,28,33,39,59,XX,XX,XX,64,XX,XX,70,XX,XX,74,XX,75,84,88,XX,05,10,XX,XX,XX,11,16,28,XX,31,XX,XX,XX,34,42,46,49,51,60,XX,XX,XX,XX,70,72,77,0641
09,11,XX,XX,XX,19,XX,30,34,36,XX,XX,38,XX,50,XX,59,60,XX,XX,65,66,67,68,XX,75,XX,XX,05,XX,08,12,XX,XX,15,19,42,XX,46,52,XX,XX,XX,54,64,XX,65,XX,66,72,80,81,XX,XX,XX,03,10,11,23,31,XX,XX,XX,44,XX,51,XX,XX,XX,52,56,57,XX,XX,65,XX,75,76,82,85,XX,0642
03,XX,XX,XX,06,12,28,XX,34,38,46,49,54,56,XX,XX,XX,XX,60,62,71,XX,74,XX,78,XX,XX,18,21,XX,22,XX,XX,XX,23,25,35,XX,36,53,XX,XX,56,XX,66,70,XX,XX,XX,74,76,78,82,XX,02,12,XX,XX,13,XX,XX,14,26,35,42,44,58,XX,59,XX,XX,XX,61,65,XX,XX,XX,70,79,XX,84,0643
XX,01,04,XX,12,14,XX,XX,22,24,XX,XX,30,XX,XX,36,51,64,XX,68,78,79,XX,81,88,XX,XX,04,11,12,XX,XX,XX,13,24,XX,XX,XX,37,XX,46,XX,53,54,62,XX,69,72,81,89,90,XX,XX,XX,01,XX,06,XX,12,39,XX,46,XX,XX,XX,XX,XX,49,50,52,60,63,74,75,81,XX,84,90,XX,XX,XX,0644
XX,XX,02,04,XX,06,08,XX,14,XX,XX,XX,21,33,XX,37,38,44,48,XX,XX,54,XX,XX,56,58,59,XX,02,XX,08,XX,20,23,26,XX,XX,29,31,XX,XX,45,XX,47,48,XX,58,60,63,XX,XX,XX,81,86,XX,XX,01,03,15,16,19,XX,XX,XX,36,XX,XX,44,XX,47,50,54,XX,62,XX,66,67,XX,69,90,XX,0645
04,17,XX,19,XX,32,XX,33,XX,37,XX,43,44,57,64,XX,XX,XX,72,76,XX,XX,78,XX,80,81,XX,08,12,20,34,XX,XX,XX,XX,44,51,XX,57,XX,58,61,XX,XX,67,XX,69,77,79,XX,XX,81,84,XX,XX,03,09,19,XX,22,XX,XX,26,29,XX,30,40,XX,46,XX,52,XX,XX,XX,61,63,XX,64,70,XX,72,0646
XX,XX,01,10,12,20,XX,XX,22,XX,23,XX,XX,25,28,48,57,XX,62,XX,63,76,XX,XX,77,90,XX,XX,XX,10,17,XX,XX,23,32,34,36,38,55,67,XX,XX,68,XX,XX,XX,XX,72,81,XX,XX,85,87,90,07,XX,10,XX,11,XX,XX,12,21,34,36,XX,XX,48,XX,XX,50,56,66,XX,XX,67,68,84,XX,87,XX,0647
01,XX,XX,11,XX,15,17,23,XX,32,34,XX,35,XX,XX,51,58,XX,XX,72,XX,79,80,XX,88,XX,89,XX,04,XX,11,20,XX,22,XX,29,31,35,XX,XX,40,48,XX,57,XX,58,64,66,XX,XX,XX,XX,78,84,12,22,23,33,XX,XX,XX,37,XX,XX,41,47,XX,XX,48,XX,54,57,XX,59,64,69,XX,74,XX,88,XX,0648
08,XX,XX,12,XX,21,25,35,XX,36,41,55,XX,XX,57,59,XX,XX,63,XX,68,76,XX,XX,80,84,XX,02,03,XX,XX,06,08,44,XX,XX,50,54,XX,55,XX,60,XX,XX,61,XX,71,XX,73,77,79,XX,XX,80,XX,05,06,XX,XX,08,12,XX,26,XX,30,34,38,XX,54,XX,XX,65,XX,68,XX,XX,72,74,80,88,XX,0649
XX,01,12,21,XX,24,XX,XX,26,XX,27,43,48,50,XX,XX,XX,51,57,XX,63,76,XX,77,XX,XX,79,03,XX,04,XX,06,12,14,XX,XX,23,XX,25,31,38,XX,XX,41,XX,XX,42,XX,48,XX,XX,56,86,88,09,16,XX,XX,XX,21,23,XX,25,XX,XX,26,XX,31,38,44,XX,54,56,69,81,82,XX,XX,XX,XX,85,0650
06,XX,17,XX,XX,18,26,XX,31,32,41,44,54,67,XX,XX,XX,XX,72,80,XX,86,XX,XX,89,90,XX,02,08,12,XX,XX,13,XX,33,XX,34,XX,XX,41,53,XX,55,XX,57,XX,66,70,XX,73,XX,83,XX,84,02,10,18,XX,XX,29,XX,XX,34,38,45,XX,46,XX,62,XX,70,XX,XX,73,XX,XX,XX,74,75,80,87,0651
08,14,XX,XX,XX,24,XX,28,29,XX,43,45,XX,55,XX,XX,65,67,71,75,78,XX,XX,87,88,XX,XX,01,XX,08,21,27,XX,XX,34,XX,XX,XX,38,XX,47,56,XX,58,60,63,66,XX,XX,67,XX,77,87,XX,19,XX,24,XX,XX,27,31,36,XX,41,XX,XX,XX,45,50,XX,51,53,57,XX,63,73,XX,XX,85,XX,89,0652
XX,XX,02,06,XX,XX,08,14,18,37,XX,XX,XX,41,XX,49,58,60,70,XX,73,XX,XX,83,84,87,XX,14,XX,19,20,30,XX,46,XX,XX,XX,XX,XX,47,56,57,58,59,XX,74,75,80,XX,84,88,XX,XX,XX,01,08,XX,XX,15,XX,19,XX,20,33,34,42,XX,50,XX,XX,52,XX,54,XX,60,XX,XX,65,69,XX,78,0653
09,23,XX,XX,XX,XX,24,34,36,XX,38,XX,42,43,45,46,XX,XX,XX,XX,XX,48,54,79,81,XX,90,XX,XX,05,16,33,XX,XX,37,39,53,XX,55,57,XX,XX,59,63,XX,67,77,81,82,XX,85,XX,XX,XX,12,XX,13,XX,15,XX,20,XX,26,XX,29,XX,32,XX,38,XX,46,56,58,62,XX,XX,XX,71,78,XX,86,0654
XX,XX,20,22,27,XX,40,42,XX,46,48,XX,50,XX,XX,55,60,XX,XX,66,77,XX,79,XX,81,XX,83,02,XX,XX,05,XX,32,XX,35,36,XX,XX,39,55,56,57,XX,64,XX,XX,69,XX,73,76,77,XX,XX,87,XX,06,11,12,XX,XX,13,32,XX,XX,XX,34,44,XX,56,61,XX,71,75,77,XX,XX,85,XX,89,90,XX,0655
05,09,23,XX,XX,31,38,XX,XX,XX,41,XX,42,XX,XX,49,51,54,XX,62,65,XX,67,69,84,XX,XX,XX,01,06,XX,XX,08,XX,15,23,24,33,XX,36,XX,XX,XX,44,50,XX,56,XX,XX,61,XX,68,80,84,XX,08,XX,XX,09,XX,15,29,39,XX,XX,46,50,XX,52,XX,56,65,XX,XX,71,76,81,XX,89,90,XX,0656
06,09,XX,XX,XX,12,XX,14,19,XX,23,32,XX,XX,36,41,XX,53,XX,59,62,63,73,XX,XX,87,XX,01,XX,18,20,XX,XX,24,26,XX,XX,28,XX,34,48,XX,50,55,XX,63,66,XX,70,XX,XX,82,89,XX,03,19,23,25,XX,XX,XX,28,XX,XX,XX,XX,33,38,XX,42,49,53,65,67,XX,XX,70,73,XX,84,XX,0657
XX,04,11,13,XX,XX,XX,19,35,44,XX,XX,52,53,XX,XX,60,62,XX,65,XX,XX,XX,67,80,81,84,XX,12,15,19,XX,XX,25,28,XX,35,XX,XX,41,49,XX,57,70,XX,74,XX,75,XX,XX,76,88,89,XX,XX,XX,07,XX,09,13,23,XX,24,26,28,XX,XX,XX,XX,41,43,46,48,XX,58,66,XX,67,XX,XX,73,0658
01,08,13,14,XX,16,XX,XX,XX,XX,19,XX,XX,24,26,34,XX,37,42,XX,XX,44,49,XX,XX,68,89,01,XX,XX,05,10,XX,24,XX,26,XX,29,XX,31,52,69,XX,XX,70,XX,XX,72,XX,XX,73,75,76,82,XX,07,13,XX,XX,15,21,25,XX,33,XX,XX,XX,35,38,50,XX,67,70,XX,XX,72,74,XX,78,83,XX,0659
07,11,13,19,XX,20,XX,XX,XX,22,XX,XX,XX,27,XX,29,37,38,42,52,56,XX,XX,69,XX,79,XX,05,09,XX,XX,14,XX,18,XX,25,39,XX,XX,40,XX,45,47,XX,59,63,XX,XX,65,73,81,XX,89,XX,XX,13,15,20,XX,34,36,XX,XX,XX,38,45,48,50,56,XX,XX,XX,57,64,XX,68,89,XX,90,XX,XX,0660
XX,04,XX,XX,20,22,28,XX,30,XX,XX,40,XX,48,XX,50,52,58,XX,XX,63,73,XX,74,77,XX,81,02,08,13,XX,XX,18,XX,20,XX,23,XX,24,36,37,XX,38,XX,XX,XX,XX,XX,39,XX,40,42,43,68,XX,XX,XX,04,09,23,26,28,XX,36,XX,XX,55,XX,61,XX,64,68,XX,73,XX,77,79,XX,XX,80,82,0661
XX,XX,XX,04,10,14,20,XX,27,XX,XX,28,35,45,XX,XX,46,48,57,72,XX,XX,81,83,87,XX,XX,XX,XX,XX,03,06,08,23,26,XX,31,35,XX,40,57,XX,XX,59,XX,60,XX,XX,61,64,XX,XX,70,80,01,XX,XX,XX,XX,03,07,15,21,22,29,XX,XX,62,65,66,XX,XX,67,XX,XX,XX,XX,69,76,83,85,0662
04,11,16,XX,21,XX,XX,XX,23,XX,24,XX,30,33,40,63,XX,XX,65,XX,71,XX,XX,XX,78,84,88,13,20,27,XX,XX,33,XX,36,XX,XX,41,48,59,65,XX,XX,XX,68,71,XX,78,XX,82,XX,86,90,XX,XX,07,13,XX,XX,XX,15,29,40,XX,42,44,47,XX,55,XX,56,XX,XX,71,XX,72,76,XX,78,XX,81,0663
15,25,XX,26,XX,31,38,XX,XX,41,XX,XX,XX,46,47,52,60,XX,67,XX,XX,XX,73,XX,85,86,89,04,XX,XX,11,XX,13,22,XX,26,XX,36,46,56,XX,64,XX,XX,73,76,80,82,83,XX,XX,XX,86,XX,XX,03,04,05,12,XX,XX,26,XX,XX,28,XX,39,XX,46,50,53,XX,XX,59,XX,64,XX,78,XX,82,84,0664
02,04,XX,XX,XX,XX,08,13,16,18,XX,XX,24,XX,49,XX,51,60,XX,63,69,XX,XX,71,XX,85,90,06,16,XX,17,24,XX,XX,25,XX,29,37,40,43,XX,XX,XX,XX,49,55,XX,XX,62,72,81,XX,XX,85,06,11,XX,XX,XX,29,31,XX,33,34,46,51,XX,XX,61,62,XX,XX,64,71,XX,XX,XX,75,XX,82,86,0665
XX,03,XX,XX,XX,15,20,34,44,XX,53,56,60,XX,XX,65,XX,66,XX,67,XX,71,XX,79,87,XX,90,XX,06,XX,XX,17,18,23,33,XX,39,XX,40,XX,45,XX,XX,60,66,68,XX,76,XX,82,87,89,XX,XX,XX,XX,06,XX,08,18,28,34,XX,56,57,XX,XX,60,XX,64,73,XX,75,XX,79,81,84,XX,XX,XX,90,0666
06,26,XX,XX,XX,30,XX,32,45,XX,47,49,50,XX,XX,60,XX,62,68,71,XX,83,XX,84,86,XX,XX,10,XX,XX,11,XX,21,23,XX,24,XX,35,46,47,67,XX,XX,XX,74,XX,XX,76,78,XX,XX,81,83,86,XX,XX,02,03,14,XX,23,28,XX,30,32,40,XX,55,XX,XX,60,XX,XX,62,74,85,XX,88,XX,XX,89,0667
02,17,XX,21,25,XX,XX,XX,28,XX,40,XX,XX,42,48,XX,49,50,52,XX,XX,XX,57,72,82,XX,90,02,13,17,XX,19,XX,XX,23,XX,XX,XX,35,41,42,44,XX,XX,56,XX,XX,80,81,83,84,89,XX,XX,08,XX,XX,09,XX,19,26,41,XX,XX,XX,43,XX,53,55,57,63,XX,66,XX,68,XX,XX,73,XX,85,88,0668
11,XX,XX,37,41,XX,48,49,XX,52,XX,XX,55,XX,61,XX,62,65,67,71,76,XX,XX,82,XX,87,XX,04,23,XX,XX,38,XX,XX,42,46,54,56,62,XX,XX,XX,XX,65,66,XX,XX,68,72,XX,75,83,85,XX,XX,07,19,23,XX,XX,XX,30,36,38,45,49,XX,51,XX,XX,59,XX,70,73,XX,XX,81,XX,XX,84,88,0669
XX,XX,XX,03,15,28,38,42,XX,46,XX,XX,57,61,XX,64,71,XX,XX,72,80,XX,81,84,89,XX,XX,10,XX,XX,13,26,XX,27,35,XX,36,XX,XX,52,53,55,61,XX,XX,XX,62,XX,68,XX,75,79,89,XX,XX,XX,06,XX,XX,07,10,11,26,XX,36,XX,XX,39,XX,45,54,62,67,XX,69,79,XX,81,XX,85,XX,0670
09,14,24,XX,31,XX,32,XX,XX,35,36,XX,XX,42,45,52,XX,XX,58,69,72,XX,XX,89,XX,XX,90,06,12,XX,XX,32,38,45,XX,XX,XX,XX,XX,51,58,XX,59,60,77,78,XX,XX,XX,80,XX,81,84,86,01,XX,XX,04,05,XX,15,XX,20,36,XX,39,52,63,XX,XX,XX,70,XX,71,72,75,XX,89,XX,XX,90,0671
02,11,21,24,XX,XX,27,XX,XX,48,XX,57,XX,XX,XX,59,60,64,67,73,XX,77,XX,79,XX,82,XX,06,XX,XX,XX,17,25,XX,27,30,33,XX,XX,38,XX,56,XX,59,60,64,65,XX,68,XX,XX,76,83,XX,XX,XX,01,05,13,XX,23,XX,26,30,XX,XX,34,50,XX,61,62,XX,65,69,72,XX,74,XX,XX,86,XX,0672
01,XX,12,XX,14,XX,19,XX,28,XX,33,48,55,XX,XX,60,XX,64,XX,XX,71,XX,72,XX,73,75,76,XX,04,06,XX,XX,XX,07,15,18,24,XX,35,XX,XX,38,42,XX,48,XX,XX,XX,50,80,81,87,XX,89,XX,XX,05,21,XX,XX,23,24,25,XX,30,XX,XX,35,41,46,XX,55,61,74,75,77,80,XX,XX,XX,XX,0673
05,XX,XX,10,25,34,XX,36,XX,38,XX,XX,39,46,XX,50,53,XX,XX,55,68,XX,XX,79,81,82,XX,13,21,XX,XX,22,XX,XX,38,40,XX,43,44,XX,47,48,XX,XX,50,69,75,77,XX,XX,XX,79,XX,89,XX,07,12,20,XX,28,41,XX,XX,XX,XX,45,XX,48,XX,55,56,65,76,XX,78,79,XX,80,83,XX,XX,0674
01,XX,XX,XX,13,17,24,XX,28,XX,30,31,XX,40,42,XX,52,XX,XX,XX,65,74,82,83,XX,84,XX,01,XX,18,19,29,44,XX,XX,XX,XX,XX,45,51,52,XX,56,XX,57,59,70,XX,XX,82,85,XX,88,XX,XX,07,12,15,XX,XX,16,XX,20,XX,XX,28,XX,32,36,XX,37,40,XX,43,60,76,85,XX,87,XX,XX,0675
04,05,06,XX,XX,XX,09,11,XX,12,XX,XX,13,26,40,46,XX,XX,59,XX,XX,60,62,XX,70,XX,90,XX,02,20,22,24,26,XX,XX,XX,XX,37,XX,XX,43,46,50,62,XX,65,XX,67,XX,68,XX,78,89,XX,03,06,15,17,XX,18,XX,XX,XX,19,XX,XX,46,XX,49,54,XX,57,XX,65,XX,68,75,86,XX,XX,89,0676
XX,05,06,07,11,XX,XX,13,XX,19,36,44,XX,XX,45,XX,46,XX,53,XX,55,61,XX,XX,83,XX,86,05,06,XX,XX,09,XX,XX,13,17,24,26,XX,XX,28,36,XX,XX,37,XX,XX,47,XX,61,66,67,70,XX,XX,01,XX,XX,06,12,24,XX,25,50,53,XX,XX,54,XX,61,XX,68,XX,70,78,82,XX,XX,XX,83,86,0677
04,XX,XX,XX,05,07,17,31,XX,XX,XX,37,XX,38,51,53,XX,67,72,75,76,80,XX,XX,XX,89,XX,03,06,XX,XX,09,11,14,XX,XX,XX,XX,27,XX,31,33,40,41,XX,42,XX,43,52,XX,66,XX,XX,86,XX,XX,XX,03,04,XX,08,28,34,XX,41,46,50,XX,53,XX,55,XX,63,65,78,XX,86,90,XX,XX,XX,0678
01,02,XX,16,XX,XX,XX,20,25,26,35,44,XX,XX,52,58,XX,XX,69,XX,XX,78,81,XX,85,XX,87,XX,03,10,XX,12,XX,21,31,XX,XX,36,49,55,63,69,XX,XX,XX,71,72,79,XX,81,87,XX,XX,XX,XX,XX,05,16,XX,21,24,XX,26,XX,32,34,35,XX,45,XX,XX,52,XX,59,XX,XX,70,71,XX,75,81,0679
03,04,XX,XX,05,XX,06,07,XX,11,XX,22,33,45,XX,53,XX,XX,55,XX,XX,62,XX,XX,65,71,74,XX,XX,XX,08,12,18,32,XX,33,XX,XX,42,53,XX,54,XX,61,62,XX,65,76,XX,77,XX,78,XX,81,XX,25,26,XX,28,XX,36,37,XX,51,53,54,61,XX,XX,XX,XX,63,67,69,73,81,XX,XX,XX,83,XX,0680
XX,XX,XX,01,07,08,10,15,XX,21,25,XX,XX,36,38,XX,49,XX,58,61,80,XX,XX,84,89,XX,XX,07,11,XX,XX,XX,XX,12,17,18,19,XX,22,43,XX,56,XX,71,XX,74,XX,80,XX,83,87,XX,90,XX,02,XX,XX,18,XX,27,XX,41,43,44,52,XX,XX,XX,55,56,63,XX,66,68,XX,XX,79,80,XX,XX,81,0681
02,06,16,XX,17,XX,XX,XX,19,XX,31,37,38,XX,39,40,XX,XX,XX,XX,46,47,51,XX,58,XX,86,06,12,21,23,XX,31,XX,XX,XX,38,XX,XX,39,XX,XX,41,46,60,75,XX,77,XX,79,85,XX,XX,88,XX,05,16,32,XX,XX,XX,34,40,XX,XX,XX,41,XX,43,46,61,63,66,79,XX,80,81,86,XX,XX,XX,0682
XX,02,XX,05,XX,08,13,XX,14,XX,XX,17,21,38,XX,48,50,XX,60,61,63,XX,81,XX,XX,XX,88,06,08,11,14,17,XX,XX,XX,XX,26,XX,28,38,XX,40,44,XX,XX,XX,50,51,52,XX,72,89,XX,XX,02,04,09,12,XX,XX,13,XX,XX,16,XX,23,27,31,XX,XX,XX,36,38,XX,56,60,XX,XX,XX,84,88,0683
02,03,XX,XX,XX,XX,04,14,17,XX,XX,36,38,45,60,XX,66,XX,75,XX,XX,79,XX,81,83,86,XX,01,08,XX,XX,19,XX,XX,20,23,XX,XX,33,44,45,XX,48,XX,53,XX,65,68,77,XX,87,88,XX,XX,XX,07,XX,08,XX,11,21,24,XX,XX,XX,XX,26,34,51,53,65,XX,XX,66,67,70,XX,71,XX,78,XX,0684
XX,10,XX,XX,13,20,24,31,XX,32,36,54,58,XX,59,XX,XX,XX,64,71,78,79,88,XX,XX,XX,XX,13,15,XX,XX,XX,27,XX,49,50,XX,52,XX,54,61,XX,70,72,XX,73,XX,81,84,XX,XX,87,XX,88,XX,08,10,XX,XX,15,XX,34,41,65,67,XX,XX,71,XX,74,77,XX,79,XX,80,82,XX,XX,83,85,XX,0685
XX,03,XX,10,13,15,XX,XX,16,19,26,XX,29,XX,XX,52,63,XX,73,XX,74,XX,79,XX,83,XX,84,01,XX,04,XX,XX,15,19,XX,21,XX,XX,31,XX,33,47,59,XX,61,XX,XX,65,71,81,82,87,XX,XX,01,10,16,XX,XX,21,XX,28,XX,XX,39,42,47,XX,XX,XX,56,57,XX,58,XX,69,XX,72,82,XX,84,0686
XX,XX,07,11,XX,20,25,31,XX,33,XX,42,49,XX,59,XX,66,XX,XX,71,75,82,XX,XX,87,90,XX,04,XX,06,07,13,XX,XX,21,XX,40,XX,53,XX,63,67,XX,XX,71,74,XX,79,84,87,XX,XX,89,XX,XX,04,08,11,XX,XX,18,35,XX,XX,XX,36,38,XX,46,XX,48,63,69,XX,XX,XX,78,81,XX,86,88,0687
05,06,XX,13,28,30,XX,XX,XX,XX,XX,XX,53,57,XX,58,61,70,XX,71,XX,XX,72,XX,77,79,81,XX,02,XX,12,13,XX,XX,25,28,37,43,XX,XX,53,XX,56,XX,63,65,69,72,XX,XX,XX,XX,78,85,XX,23,24,30,XX,XX,XX,31,34,XX,XX,35,44,46,XX,56,57,XX,59,67,XX,XX,68,XX,80,89,XX,0688
XX,01,20,XX,22,XX,24,33,XX,38,XX,XX,44,XX,53,67,71,XX,XX,75,80,82,XX,84,XX,85,XX,XX,18,22,29,XX,40,46,XX,XX,XX,XX,48,XX,50,56,XX,59,61,69,XX,XX,74,XX,XX,78,84,86,XX,XX,02,18,19,24,34,XX,XX,42,43,47,XX,XX,49,XX,52,XX,XX,XX,55,63,71,85,XX,88,XX,0689
10,XX,12,18,XX,XX,27,29,XX,31,34,XX,35,56,XX,58,XX,XX,XX,77,XX,78,84,85,87,XX,XX,XX,03,07,XX,XX,15,XX,16,23,XX,24,XX,29,38,43,XX,XX,47,50,61,XX,XX,72,XX,74,XX,84,07,XX,13,XX,21,XX,XX,28,29,XX,38,XX,43,XX,49,XX,52,64,66,71,XX,86,87,XX,XX,89,XX,0690
02,12,14,XX,XX,XX,XX,19,21,23,XX,31,XX,XX,XX,43,44,54,56,XX,62,77,XX,XX,78,XX,85,02,10,XX,XX,XX,27,XX,29,35,58,XX,62,XX,63,XX,XX,64,65,68,XX,69,70,XX,XX,72,76,XX,XX,XX,03,05,12,XX,XX,43,50,XX,XX,57,61,64,69,XX,76,XX,81,82,84,XX,XX,86,XX,XX,89,0691
02,XX,11,16,XX,XX,18,XX,23,XX,XX,34,42,50,XX,XX,55,58,67,XX,XX,71,XX,XX,74,75,76,XX,08,15,XX,39,XX,47,57,XX,XX,XX,59,XX,60,XX,64,67,70,73,74,81,XX,XX,84,88,XX,XX,14,XX,XX,20,21,26,XX,XX,30,37,39,40,XX,XX,42,XX,XX,51,XX,XX,XX,55,68,80,XX,88,90,0692
XX,XX,XX,02,20,23,26,XX,38,XX,53,XX,XX,XX,54,70,72,73,76,XX,80,82,XX,88,90,XX,XX,13,XX,20,XX,34,36,XX,XX,45,49,XX,XX,53,XX,68,69,XX,73,75,XX,76,XX,78,XX,XX,82,87,11,XX,XX,12,16,17,XX,XX,18,27,31,XX,XX,44,61,XX,XX,63,64,XX,XX,XX,XX,77,82,85,88,0693
XX,02,XX,03,05,XX,06,XX,07,XX,XX,21,23,24,XX,33,XX,34,XX,36,XX,38,XX,42,43,75,XX,XX,XX,04,06,XX,XX,17,22,28,29,XX,XX,30,XX,35,51,65,XX,80,XX,XX,81,XX,87,XX,88,89,XX,01,03,XX,14,XX,24,XX,35,XX,49,56,XX,60,XX,64,72,XX,XX,75,76,XX,XX,77,XX,79,90,0694
06,08,XX,XX,12,14,XX,32,XX,XX,XX,XX,40,46,XX,61,63,68,XX,77,78,80,XX,81,XX,XX,89,XX,05,17,22,XX,26,30,XX,XX,XX,31,XX,XX,38,40,XX,46,50,54,65,67,XX,70,XX,82,XX,XX,02,XX,XX,05,XX,15,XX,17,19,26,28,XX,XX,XX,30,31,XX,33,XX,XX,37,45,XX,52,68,70,XX,0695
02,06,07,08,XX,XX,XX,19,XX,21,30,33,39,42,XX,XX,XX,XX,XX,46,60,65,70,79,XX,XX,XX,07,XX,XX,11,XX,XX,12,22,26,33,XX,38,XX,44,XX,49,XX,50,XX,58,61,XX,XX,62,XX,79,90,05,06,XX,12,XX,XX,XX,14,23,XX,33,49,51,53,XX,XX,XX,59,63,XX,75,XX,78,83,90,XX,XX,0696
02,15,16,XX,21,XX,XX,XX,25,29,41,42,62,XX,XX,65,XX,XX,XX,70,75,81,XX,86,XX,88,XX,XX,01,XX,07,XX,09,19,26,XX,35,38,XX,48,53,XX,XX,64,XX,XX,69,72,XX,XX,78,79,XX,87,XX,04,XX,13,16,XX,25,26,XX,XX,XX,XX,27,31,41,45,57,XX,XX,XX,69,XX,72,XX,74,88,90,0697
XX,XX,08,10,XX,21,23,25,XX,30,33,XX,XX,38,XX,XX,44,51,XX,52,57,60,XX,XX,77,82,XX,09,XX,21,XX,XX,28,31,XX,39,41,XX,42,XX,XX,43,XX,48,61,64,XX,66,XX,69,77,XX,XX,90,XX,18,XX,XX,24,25,28,XX,42,XX,48,51,52,XX,XX,XX,54,60,63,XX,XX,74,80,XX,82,XX,85,0698
XX,02,06,XX,18,XX,XX,23,26,XX,30,XX,45,49,51,XX,57,XX,58,61,67,XX,XX,74,XX,XX,75,02,XX,03,26,43,XX,XX,46,XX,49,XX,53,60,XX,XX,63,69,XX,71,77,XX,XX,78,81,88,XX,XX,XX,XX,02,06,XX,08,09,13,XX,42,XX,43,XX,51,XX,XX,54,67,XX,XX,70,71,76,88,89,XX,XX,0699
03,04,12,XX,XX,15,31,XX,XX,34,35,42,51,XX,55,XX,XX,XX,56,XX,60,69,XX,XX,XX,78,81,02,04,11,XX,XX,XX,XX,13,22,XX,XX,XX,25,27,36,49,XX,54,XX,XX,XX,57,71,XX,79,82,84,01,XX,XX,02,06,XX,07,19,XX,XX,XX,22,XX,24,33,34,XX,47,XX,71,XX,73,75,XX,XX,78,79,0700
08,11,XX,14,XX,XX,19,24,XX,XX,25,31,47,XX,52,XX,55,XX,73,XX,XX,81,84,XX,XX,86,89,01,02,XX,XX,08,XX,12,14,XX,20,36,39,XX,XX,57,XX,63,XX,XX,65,73,XX,XX,XX,74,75,80,XX,01,19,XX,23,XX,27,XX,28,XX,34,51,54,57,XX,XX,59,XX,64,71,XX,78,XX,88,XX,90,XX,0701
XX,06,XX,11,16,19,XX,XX,21,23,24,XX,XX,XX,XX,26,27,44,59,XX,60,72,XX,XX,88,XX,90,10,13,16,28,33,XX,XX,XX,XX,44,45,XX,XX,XX,48,51,XX,63,XX,XX,69,70,XX,XX,76,85,90,04,XX,12,XX,16,XX,XX,18,21,XX,37,XX,XX,43,44,45,46,XX,58,XX,59,65,XX,79,83,XX,XX,0702
01,XX,XX,03,XX,12,XX,22,23,24,27,XX,31,50,XX,XX,52,XX,XX,62,66,XX,69,77,90,XX,XX,07,13,26,XX,28,XX,32,XX,XX,XX,35,43,XX,XX,44,46,XX,47,60,XX,XX,XX,65,71,83,88,XX,03,05,11,XX,XX,XX,XX,20,23,27,XX,XX,XX,XX,31,34,42,58,XX,59,XX,61,63,XX,65,XX,86,0703
09,XX,17,20,XX,XX,28,XX,30,XX,34,37,42,XX,XX,43,47,XX,50,XX,XX,64,68,79,89,XX,XX,05,22,XX,24,25,XX,XX,27,XX,31,40,XX,XX,XX,45,56,60,XX,66,75,XX,82,XX,XX,83,88,XX,XX,04,07,14,XX,18,XX,25,XX,28,XX,XX,45,59,66,XX,XX,69,XX,XX,70,XX,72,75,XX,85,88,0704
XX,01,07,XX,08,XX,11,XX,22,29,XX,37,45,50,53,XX,XX,XX,XX,67,73,75,XX,77,88,XX,XX,07,XX,19,XX,XX,26,XX,28,31,38,XX,40,44,XX,XX,45,XX,49,XX,57,XX,68,71,XX,72,90,XX,08,17,34,43,XX,XX,44,XX,XX,XX,45,49,XX,51,66,67,XX,XX,69,73,XX,75,80,XX,XX,XX,87,0705
05,XX,10,11,XX,15,XX,XX,16,XX,XX,17,XX,XX,28,29,47,58,67,69,73,XX,89,XX,XX,XX,90,07,XX,14,25,XX,XX,27,XX,37,XX,XX,38,40,51,XX,56,59,XX,63,69,XX,XX,XX,71,73,81,XX,XX,10,XX,18,XX,19,22,33,XX,XX,XX,XX,36,38,52,XX,54,55,XX,60,61,XX,62,70,XX,XX,79,0706
02,07,08,XX,10,XX,XX,14,XX,18,22,XX,XX,XX,31,44,49,XX,51,XX,60,63,XX,XX,71,XX,72,10,15,17,24,XX,XX,XX,31,XX,XX,42,43,XX,55,60,XX,62,XX,XX,64,66,XX,82,XX,86,XX,89,05,07,XX,18,XX,19,34,XX,XX,39,45,XX,XX,XX,XX,47,48,50,66,XX,67,83,86,XX,90,XX,XX,0707
